at,review
2024-04-30 10:00:14,Ku kira makin di upadate makin keren lah ya.. Ternyata makin kayak sampah. Makin payah menggunalan nya. Di tambah pulak chat nya robot yg bodoh nya minta ampun. Min min. Aplikasi mu kok ya makin ancur sihhh...
2024-04-29 14:24:57,"Tim ITnya payah. Belum siap update tapi sdh update. Verifikasi wajah susah, tdk bisa baca ktp, menu banyak loading trs"
2024-04-29 10:28:34,"Pas Veriikasi wajah ngga bisa, disuruh senyum, angguk2, kedip mata, ngga ada yg bisa.. Hadduh"
2024-04-29 00:52:10,"Aplikasi tolol,update bukannya tambah fitur atau apa malah ngulang input data dari awal lagi...."
2024-04-27 06:23:56,Apk bangk3 mau update pengkinian data aja susahnya mnta ampun . Pas upload foto selfi sesalu gagal.. assu0 tenan
2024-04-26 15:18:53,"Proses registrasi tidak jelas, selalu gagal terus. Live chat dan customer service nya juga sangat tidak membantu, tidak ada solusi"
2024-04-25 12:05:00,Aplikasinya gak bisa di verifikasi
2024-04-25 06:05:03,perbaiki sistemnya biar verifikasi ga sulit
2024-04-24 10:53:49,"Aplikasi parah sudah verifikasi tahun kemarin skeng harus ulang lagi , super ribet"
2024-04-24 04:31:27,"Dear Privy ini kenapa ya saya disuruh update data tapi pada saat Face detection error terus. Sudah tiga device saya pakai Iphone 7 plus, iphone 13, redmi 9t. Semua kasusnya sama. Saya kasih bintang 1 ya. Gara2 masalah ini saya terancam kehilangan revenue cukup besar."
2024-04-24 02:26:57,Aplikasinya Lemot. Mau verivikasi doang dibikin susah.
2024-04-24 02:15:45,Harus verifikasi tapi susah di verifikasi wajah. Aneh.
2024-04-23 10:00:48,"Abis update, 
Verif ulang
Gabisa masuk enterprise
Kontak hilang
And many moreee"
2024-04-23 07:15:12,"tolong untuk verifikasi klau gak kenal org jgn sok kenal, mau verifikasi wajah susah sekali, aplikasi ini membantu kerja tapi verifikasi yg TDK masuk akal"
2024-04-23 04:48:10,"APLIKASI GA JELAS. GAGAL MULU HERANN. JARINGAN GUA UDAH KENCENG HP SPEK GAHAR. TETEP AJA GAGAL MULU REGISTRASI NYA HADUH BANGETT, NIAT BIKIN APLIKASI GA LU?"
2024-04-23 04:32:14,Update yang terbaru jadi muter2 dan minta pengkinian tapi update foto tidak terdeteksi terus
2024-04-22 12:20:27,"Aplikasi sangat bangus sekali. cuma kenapa dalam proses registrasi setelah upload tanda pengenal, swa foto kedip-kedipan mata, dan Senyum senyum dulu tetap akun saya belum terverifikasi jadi belum bisa login hingga saat anda membaca ulasan ini."
2024-04-19 05:02:45,"Tolong QA nya diperhatikan, ini mau verif wajah buat ttd kontrak kerja kenapa gagal terus, aneh bet sue"
2024-04-17 11:20:34,Saya sudah lakukan foto KTP dan Data Personal sudah sesuai dan pada saat klik lanjutkan ada pesan maaf terjadi kesalahan padahal jaringan Internetnya Normal. Tolong di Bantu jangan di persulit
2024-04-12 19:59:00,Bolak-balik ganti password kok masih tetap ngga bisa masuk? Gimana?
2024-04-09 10:15:21,Kenapa lama.kali verifikasi nyaa
2024-04-09 02:06:20,"Selfi sampe puluhan kali gagal terus, ganti hp ganti provider, pake wifi masih juga.. Error 0 Kamu tau eek gak,ya kamu apps eek"
2024-04-06 06:45:05,Gak bisa vrivikasi wajah
2024-04-04 13:59:21,Pas photo shelvy sangat susah sekali apalagi kalo malam
2024-04-04 08:17:44,Mohon maaf saya sudh lebih dari 2jam blm terproses vrevikasi mohon bisa di batu??
2024-04-03 21:22:09,"Ket deteksi liveness terus , sedang ada perbaikan terus diulang ulang ga jadi jadi"
2024-04-02 03:11:38,Mutar gajelas di halaman daftar
2024-03-31 03:21:03,pelayanan bagus dan semoga manfaat
2024-03-29 00:57:43,Helpdesk ga membantu samsek
2024-03-28 05:12:28,"Dipendaftaran blm disuruh buat kata sandi tapi pas mau masuk login kenapa GK bisa buat kata sandi ,padahalkan sebelumnya blm diminta kata sandi .bgmn ini"
2024-03-25 09:16:48,"Aplikasi yang membuat oranglain tambah susah, swafoto nya susah bgt, sekali nya bisa malah gagal, selalu di suruh ulang. Tolong dong min diperbaiki lagi, jangan bikin orang sengsara."
2024-03-25 04:27:04,"Saya tidak bisa setting password saya, dari awal daftar tidak dikirim email untuk setting password, jadi saya tidak tau password saya sendiri. Sudah menghubungi cs Pryvi namun masih belum ada tanggapan."
2024-03-24 15:09:40,Ada apa dgn privy tiba saja saya saya tidak bisa melakukan selfi wajah untu perbarui data
2024-03-24 13:54:54,Ntah kenapa tidak bisa ganti password. Masuk angin . Sudah 10× gagal terus dari via konfirmasi email 😌
2024-03-23 19:57:01,"Aplikasi sampah pencuri data, lupa pasword silahkan ganti padahal sejak awal belum ada buat pasword"
2024-03-19 07:11:16,Update verifikasi wajahnya keren abis. Jadi lebih gampang kalau mau ganti email. Mantappp👍
2024-03-19 04:25:52,"Maaf kenapa waktu verif wajah gabisa ya akses ke kamera, padahal waktu scan ktp bisa"
2024-03-15 08:50:20,"CS nya kacau, ngulang-ngulang percakapan, data yang udah ada / udah dikirim diminta lagi terus berkali-kali, chatnya langsung diclose sebelum issuenya solved, memberi perintah yang gak ada possible dilakukan dari fitur aplikasinya. Gak solving problem. Manager CS nya harus dieval itu, kerjanya cuma sesuai SOP, gak ngeliat real case di lapangan."
2024-03-12 05:00:05,Susah verifikasi wajah
2024-03-10 00:39:54,"Ini gimana sii sandi salah mulu padahal sandi sudah bener, sudah ganti sandi beberapa kali masih aja tetep salah aplikasi rusak"
2024-03-07 09:22:26,Diminta swafoto tapi gagal terus berkali2.. mau update sertifikat katanya sudah expired tp ribetnya bukan main.. buang-buang waktu. Tolong perbaiki privy! Mandatory ke banyak company harus pakai privy tp kualitasnya masih begini!
2024-03-07 04:20:12,ini apl fhoto ngak jelas banget penipu ini apl
2024-03-06 11:39:41,"Live chat langsung di aplikasi tidak tersedia, pelayanan sangat buruk, verivakis memakan waktu sangat lama apalagi yang sempat terkendala pas jaringan error.. mohon lebih diperbaiki"
2024-03-05 12:44:58,"Swafoto sangat susah, petunjuk terkadang ada,terkadang tidak,sudah mengikuti instruksi,ditempat terang,buka masker dan lain2,tapi tetap gagal,suruh mencoba lagi namun sesi sudah gagal beberapa kali,jadi harus nunggu lagi beberapa saat..🥺"
2024-03-04 06:54:52,"Susah buat swapfoto gagal teus.., perbaiki jgn lama lagi genting buat masuk kerja syarat pake apk ini tapi gak bs diharapkan.."
2024-03-02 04:23:01,Help desk 2 sangat membantu
2024-03-01 08:24:58,"Masa Sudah Di Tempat Terang Tetap Aja Privasi Fhoto Gagal,Padahal Udah Di Tempat Terang Lo GI Mana Si Tolong Di Perbaiki Lagi Aplikasinya Ini Saya Sudah 25x Fhoto Tetap Aja Nga Bisa"
2024-02-29 16:14:06,Kecewa sekali. Mau update sertifikasi gagal terus di akhir. Agent hotline live chat lama tidak respon pilih wa nomor tidak terdaftar. Gokillll
2024-02-29 03:51:54,Mempermudah dan terverifikasi
2024-02-28 05:26:22,Tolong kode pengesahan untuk pendaftaran akun brimo. Semua proses sudah di lakukan tinggal proses pengesahan yang belum di selesaikan karena menunggu privyid mengirimkan kode pengesahan dalam bentuk sms tapi tidak muncul
2024-02-27 14:28:03,aplikasi ga jelas. luemot nya superr. mau perubahan no TLP aja gagal terus scan wajah.
2024-02-27 08:38:34,Login aja susah.. LOH PIYEEE..????
2024-02-26 11:49:25,"Yang bener aja ini mau swafoto susah amat,,gagal terus Tolong di bikin mudah lah swafotonya jadi susah mau daftar"
2024-02-24 07:51:45,Disuruh ambil swafoto salah terus
2024-02-22 10:43:06,Foto KTP dah bagus ulang aja terus
2024-02-16 08:38:32,"Saya udah coba dari 3 hape yang berbeda, tetap saja pas swafoto gagal mulu. padahal pencahayaan dan kamera sudah baik. kenapa ini? error mulu tgl 16 Februari"
2024-02-15 12:05:05,"Astaga parah ni aplikasi untuk swapfoto tidak bisa"" gak rekomen"
2024-02-12 09:35:03,"sangat baik , respon yg sangat baik"
2024-02-07 02:00:27,"Aplikasi belum siap udah diluncurkan mau foto aja gk bisa gagal terus, kalo blm mampuh jgn ada di playsore malu2in aja"
2024-02-07 01:49:23,aplikasi yang sangat membantu dan berguna untuk pekerjaan.respon heldesk juga sangat baik ketika kita ada kendala dengan aplikasi ini.dan di bantu sampai selesai kendala nya.
2024-02-06 07:04:51,verifikasi susah .gagal di tengah.harus ngulang dari awal .sudah di coba 24 kali .gagal terus
2024-02-05 09:52:19,Sekian lama bisa masuk juga akhirnya huhhh
2024-01-28 03:42:31,Ga punya akses buat cek ktp kayanya ini aplikasi
2024-01-27 09:04:46,"monyett bener ,, kepala udah di geleng ke kanan ke kiri masih aja susah masuk ,, leher kepala sampai sakit #goblokks"
2024-01-25 04:58:01,"Aplikasi bobrok, berkali kali foto..padahal sudah berhasil, msh saja di ulang ulang"
2024-01-24 10:30:47,PELAYANAN CS SANGAT RAMAH
2024-01-21 07:58:36,"Ambil foto aja ribet banget nie aplikasi nyusahin gagal terus gak jelas banget, gak kebaca mulu"
2024-01-20 16:55:00,Gaguna banget aplikasi foto wajah diulang2 sampe 30 kali tetap gagal emang gaguna
2024-01-20 09:32:53,"Untuk swafoto nya susah, masa udah ditempat terang dan jelas masih kaga bisa ambil foto. Kan aneh, tolong dong dipermudah buat fotonya. Masa harus foto berkali-kali tetap kaga bisa. Aplikasi buat ribet banget, ini registrasi mentok cuman di foto doang, lama bet kaga guna kalau gini nih kalau suruh swafoto tapi dipersulit."
2024-01-18 01:48:13,Sulit untuk menerima OTP pesan
2024-01-16 16:29:54,"tolong dong buat helpdesk kalo lagi dibutuhin tuh gercep, ini aku sari tadi jam 9 malem sampai setengah 12 verif wajah buat sertifikat digital ajaa lamanyaaaa masyallahhh"
2024-01-16 14:46:29,OTP via sms susah didapet
2024-01-16 07:44:30,"ini gimana habis foto ktp loading muter ditunggu2 ngga kelar kluar aplikasi masuk lgi dah gagal diulang sama aja ,ngga jelas"
2024-01-14 10:23:48,Aplikasi buruk yang pernah saya instal Kirim otp aja lama data yg d dafttarkan tidak sesuai dengan profil bikin perjanjian terhambat !!!!!!
2024-01-12 14:04:33,Nyusahin ga admin ga cs ga membantu mao tanda tangan ajah ribet mau upload dokumen ribet. Saran buat merchan online jangan kerja sama sama ini lah ribett
2024-01-12 11:26:49,Ga jelas sandi udh benar msh slh aja
2024-01-10 14:22:49,"Susah masuk, lupa password, ngapain juga password nya dibikin harus susah"
2024-01-10 04:08:08,Vertivikasi wajahnya selalu gagal apk ga jelas
2024-01-09 14:09:25,Pas saya sudah verifikasi wajah kok langsung force close terus gabisa masuk lagi!! Paraah ini gimana solusinya
2024-01-08 14:32:25,Saat foto susah banget berkali kali tidak bisa
2024-01-06 11:32:49,"Ini kok untuk kode otp pas masukin no telpon gak bisa bisa, udah berkali kali tetep gak muncul"
2024-01-06 03:55:00,"Sudah berulang kali verifikasi wajah, sudah tidak pakai aksesoris di wajah, pencahayaan sudah sangat cukup, selalu gagal"
2024-01-04 11:58:43,"Apaaan baru juga login udah di mintain pasword aja, pas daftar gak di suruh masukin pasword gimana sihh, udah di ajuin minta ulang malah kgk di kasih pasword nya malh user name sama email aja yang di kasih 😑😑"
2024-01-04 04:04:48,"Jangan Pakai Privy, sangat kurang profesional helpdesk"
2024-01-03 17:21:10,Aplikasi paling bobrok dalam verifikasi wajah
2024-01-03 10:40:16,"Mau bilang aplikasi jelek kok takut karma. Tapi sejujurnya saya nggak suka karena mendeteksi wajah saja tidak bisa. Masak saya dibilang nggak hidup. Sewaktu detect liveness selalu gagal.
Jadi agak skepstis kl aplikasi ini aman digunakan."
2024-01-02 16:12:47,"Mau daftar aja di persulit, bekali-kali masukin email ga terdaftar terus..."
2023-12-30 04:17:01,"ribet verifikasinya ambil foto gagal terus ribet kali padahal udah sesuai , makasihh"
2023-12-29 07:15:15,Udah foto berulang2 ngga bisa2 terdaftar saat daftar ngelag terus bagian foto
2023-12-28 03:59:38,"Bener"" Apk tidak berguna, sudah bolak balik daftar tetap gabisa malah kembali sendiri, giliran mau masuk lupa sandi, konfirmasi email linknya malah kadaluarsa, di chat minta bantuan dari wa dan email tidak respon, padahal orang butuh untuk kerja😡😡"
2023-12-28 03:42:55,aplikasi jelek daftar aja ga bisa
2023-12-27 13:02:00,Baru saja daftar tapi katanya sudah terdaftar. Begemene maksudnya
2023-12-27 05:14:17,"Padahal lagi perlu bgt, liveness detection nya kacau. Udah ngikutin instruksi ttap gagal. Udah coba seminggu lebih, puluhan bahkan ratusan kali ga berhasil terus. Ini mau sampai kapan? 
Session expired terus wkwk."
2023-12-25 15:08:42,gabisa daptar malahan eror terus
2023-12-22 23:49:19,LAMA BANGET PELAYANAN CS NYA PADAHAL MINTA KODE OTP DOANG MALAH DISURUH SELFIE SAMBIL PEGANG KTP !! UPDATE DATA ATAU MALAH DISALAHGUNAKAN UNTUK PINJOL SIH?!
2023-12-22 04:30:33,"Payah, meminta kode OTP via nomor telepon, sudah di masukan berkali-kali tetep tidak ada yang masuk. Berkembang lah privy cari cara lain jangan kaku. Sudah 2023 cara satu gagal kok tidak ada solusi. Menghubungi via email katanya OTP expired hey jangan bahas expired nya, bahas tidak masuk nya dulu kenapa? Solusi nya apa? Bagaimana bisa barang belum sampai terus anda malah beri pemberitahuan barang kadaluwarsa, sampai saja belum"
2023-12-21 11:06:34,"Selfie ngga ke deteksi, KTP juga ngga kedeteksi. Padahal lagi diperluin bgt buat pindah ke kantor baru. Ngehubungin pihak privynya juga susah bgt responsnya."
2023-12-20 09:35:10,"Mau register tapi fitur face liveness detectionnya ga berjalan, padahal sudah mengikuti instruksi dan pencahayaannya sudah sangat cukup. Selalu berulang kali time out dan diminta mengulangi lagi. Gitu terus sampai baterai gadget habis."
2023-12-19 04:30:38,Knapa dari jumat tgl 15 sore OTP di aplikasi gak muncul muncul dari privy id
2023-12-18 17:52:17,"Aplikasi aneh, susah banget mau registrasi pake foto, sudah berkali2 di coba tetep aja gagal"
2023-12-16 11:33:17,"Verifikasi ribet. Verifikasi dari nomor hp tidak ada yang terkirim ke hp, padahal ada dokumen penting yang harus diselesaikan."
2023-12-16 00:56:30,"Tidak rekomen, tanggapan lama, tidak ada kirim email"
2023-12-14 14:22:21,"Kenapa letak tanda tangan tidak bisa dirubah?? Mengecewakan. Saya sudah pakai 8 bulan lebih. Tiba2 disuruh verifikasi ulang, Wajah dan email done. Giliran verifikasi no hp kode OTP GK pernah masuk."
2023-12-12 07:00:03,ko saya ga bisa login y d apk privy nya pdhl dah msukn passwordnya..ttep..ada note..masukan password dgn benar..gtu trs
2023-12-11 11:35:38,"Apk cukki gak pernah bisa mecahkan masalah ,gak pernah ada solusinya sudah 1minggu login gak bisa selalu di bilang kata sandi salah,padahal kata sandi sudah benar kecewa betul padahal lagi butuh banget ini apk"
2023-12-11 08:09:40,Bgok kok privikasi wajah ndk terdeteksi dia bilang jir knpa masak Lo mau gue tetep kyak di foto ktb bng....t bikin sandi belum gimana bisa tau sandix ap
2023-12-11 04:06:57,Tolong diperbaiki proses daftar akunnya
2023-12-07 16:49:45,"Halo! Saya mendapatkan kendala pada saat Daftar akun di bagian Swafoto, saya sudah mencoba nya selama 1 Minggu tetapi tetap verifikasi gagal padahal saya sudah mengikuti Instruksi nya, Mohon untuk CS. Privy segera memperbaiki Sistem tersebut, Terima kasih."
2023-12-06 12:54:22,Di hp ku kok gak ada sudah saya instal..ganti sandi juga gak bisa
2023-12-06 08:04:02,"Susah sekalu mau mendaftar, kenapa selalu gagal"
2023-12-05 11:29:15,"Ga bisa registrasi, udah dicoba beberapa kali. Menghubungi lewat chat malah muter"" ga ada jawaban.."
2023-12-05 06:26:27,"RTO when register, trying at browser and apps it giving same problem"
2023-12-05 05:48:58,maaf nih cuma kasi 3 bintang. karena setelah update akun saya langsung terkeluar sendiri dan pas masukin kata sandi malah salah padahal kata sandi nya sudah benar tetap tidak bisa. mohon dong di bantu 🙏 kalau bisa masuk kasi 5 bintang.
2023-12-04 07:36:18,"Mau ttd dokumen muncul keterangan expired, klik perbarui, minta verif face, verifikasi disetujui, klik lanjut ""INTERNAL SERVER ERROR"". Hub CS dan LiveChat nya, sdh krm bukti kendala, malah minta ""Foto Selfie dgn KTP"" kyk mau pinjol aja. Ditanya ada solusi verif lain, jawabannya TEMPLATE ttp ngotot minta foto selfie dgn ktp. Selama ini tingkat keamanan verifikasi tertinggi itu menggunakan OTP. Baru d app ini verifikasi nya menggunakan FOTO SELFIE DGN KTP. Jawaban disemua layanan keluhan app ini sangat template. Saran, bagi perusahaan atau tmn"" yg butuh app utk sign contract dll, SANGAT TIDAK DIREKOMENDASIKAN menggunakan app ini"
2023-12-04 07:11:44,"payah banget ini aplikasi, reset password malah balik ke homepage gada action buat ganti password baru"
2023-11-30 05:24:19,respon cepak dan petunjuk mudah di pahami dan di merngerti
2023-11-27 05:23:14,"Setelah lama ngga buka minta reissued sertifikasi. Tapi sesudah selfie dan dinyatakan verified, ketika klik lanjutkan, ada keterangan sertifikat expired dan diminta selfie lagi, muter begitu terus. Payah"
2023-11-25 04:20:10,respon cepat dan mudah
2023-11-20 12:39:29,"Awalnya saya mau daftar dan katanya data saya sudah terdaftar tetapi saya belum pernah mendaftar saya kira ada orang lain menggunakan data saya, ternyata salah sensor dari privy dan saya coba lagi bisa. pada saat verifikasi wajah sangat lama, tidak bisa di klik dan selalu blur sangat menyusahkan semoga bisa diperbaiki kedepannya🙏🏻"
2023-11-20 11:40:37,bagus banget responya
2023-11-20 02:17:26,"vermuk via aplikasi gagal terus,ganti nomor tlpon harus via web"
2023-11-09 08:32:49,sangat bagus fast respon.
2023-11-07 06:56:20,"Tidak bisa log in sandi selalu salah, sudah diganti pun sandi salah terus"
2023-11-04 05:59:46,susah mendapatkan kode OTP SMS
2023-11-03 06:48:59,Ketika saya sudah download aplikasi ini.lalu ingin registrasi tiba2 NIK saya sudah Terdaftar.padahal saya baru pertama kali ini mulai registrasi.ketika saya diarahkan menanyakan ke customer service dan di tindak lanjuti tetep saja tidak ada informasi lebih lanjut dan jelas tidak direspon lg.sudah coba di web juga tetap aja sama.
2023-10-29 02:54:50,"Udh kirim email selalu email tak terdaftar,,mau daftar aja kok ribet banget"
2023-10-27 04:20:44,"Email untuk mengganti kata sandi, tidak ada link untuk mengganti katasandinya, jadi harus gimana?"
2023-10-27 02:41:03,layanan dari cs ramah dan santun
2023-10-24 08:40:37,Mau masuk aja lama banget
2023-10-24 06:31:46,"Wahh ini, ini parah niii masa gue di suruh nunggu registrasi nya lama banget hampir se jam masa iya belom selesai tuh proses gimana nii?"
2023-10-23 10:37:34,makasih sudah membantu.. walau verif wajah berulang kali 😅
2023-10-20 08:02:57,Ribet lupa password harus selfie KTP udah kaya pinjol .
2023-10-19 09:12:23,"Selalu gagal diverifikasi wajah, sudah chat customers service tidak ada solusi sama sekali respon lambat, customers service tidak membantu sama sekali dalam masalah tersebut, diarahkan untuk daftar melalui web tapi sama saja malah lebih lambat"
2023-10-18 05:41:59,Susah banget swafotonya
2023-10-13 23:21:49,"Sebelllll masa NIK sudah terpakai terus, padahal belum pernah daftar. PERBAIKI DONGGGGGG"
2023-10-13 12:01:31,Cs fast respon
2023-10-11 08:22:40,agak ribet registrasinya.. tapi utk keamanan memang bagus
2023-10-11 00:40:38,"Sudah beli e-meterai, pas mau bubuhkan ke document tidak bisa dengan alasan e-materai 0. Untuk connect ke Customer Service susah. Ketika sudah terhubung CS ga ada solusi dan kena timeout"
2023-10-09 13:51:09,"Aplikasi ga jelas, verifikasi gagal trus.. aneh"
2023-10-05 22:10:35,Harus bgt swafoto mana blur lagi
2023-10-05 06:34:37,Pelayanan admin cs lama
2023-10-04 01:48:25,"The apps has no way for signer to adjust or reposition the signature. It also has no proper FAQ page to understand on how to solve problem mentioned. When we try to reach its  WhatsApp business account, it can only provide us with template answer which doesn't answering the problem."
2023-09-28 15:13:13,Udah coba berkali kali gagal vertifikasi terus pas foto jengkel banget sumpah!
2023-09-26 05:18:51,Kok gak bisa masuk
2023-09-25 15:15:40,DUA NIK BELUM DAFTAR TAPI KETERANGAN SUDAH DAFTAR SEMUA. CHAT ADMIN RESPONNYA LAMA-_-. SUDAH CEK SEMUA EMAIL TIDAK ADA EMAIL DARI PRIVY-_-MENYEBALKAN-_- Edit : TIBA-TIBA DAPAT EMAIL BUAT GANTI PSW? MEDENI GAAAKKK SIIIII:')
2023-09-22 06:46:14,"Aplikasi sampah, sandi apapun dianggap lemah... Wkwkwkwk"
2023-09-20 10:26:38,Layanan yang sangat puas dan cepat untuk membantu terima kasih
2023-09-16 19:43:18,"Aplikasi jelek, riset sandi dari dulu ga pernah bisa. Katanya sudah dikirimkan ke email nyatanya ge pernah dikirim. Mana hak saya dengan akun saya, ini menyalahi aturan privasi"
2023-09-14 09:35:49,Ramah dalam arahan
2023-09-10 08:19:05,Bagai mana cara meriset akun yg sudah terdaftar padahal belum pernah menggunakannya
2023-09-10 04:08:51,"developer Tolong, segera di perbaiki aplikasi nya, mau login selalu gagal. Walupun sudah di ganti berulang kali selalu gagal. Walaupun password nya sudah diganti yang terbaru tetep saja gagal. Tidak tau kenapa. Tolong segera di perbaiki dan diperbarui. Terimakasih"
2023-08-29 09:22:15,Kok bisa saya belum pernah download tp NIK sudah terdaftar
2023-08-25 07:55:26,"daftar aja susah, aplikasi lemot!!"
2023-08-22 13:47:56,"ini kenapa ketika saya verifikasi wajah ( vermuk ) selalu gagal terus ya? padahal sudah pada titik pencahayaan yang terak tidak gelap, bagaimana cara mengatasi gagal vermuk terus ?"
2023-08-21 15:34:52,"Tolong bantuannya admin , saya udah terdaftar trus mau login lagi ga bisa bisa tolong bantuannya"
2023-08-19 01:01:07,Woy kok lama kali verifikasi aja
2023-08-18 10:16:34,"Pelayan live chat keren masalah terselesaikan saat itu juga, tetap pertahankan pelayanan seperti itu yaa, sukses selalu Privy.id"
2023-08-13 14:53:47,"PrivyID saya rate 0,001/5, berulang kali reset password tidak bisa, link yang terkirim via email tidak valid. Ini entah apakah aplikasi penipuan atau memang aplikasi sampah. Saya harap pemerintah/pemda tidak bekerja sama dengan aplikasi cacat seperti ini."
2023-08-10 08:30:51,terimakasih admin prity sudah membantu pendaftaran/log in
2023-08-07 00:45:08,Sangat sulit melakukan verifikasi dan pendaftaran wajah. Selalu gagal.
2023-08-01 09:16:10,Belum pernah daftar tapi kok udh ada ya akun nya?? Gimana ini solusinya?
2023-07-27 00:25:29,Ada kendala dalam pergantian nomor telpon
2023-07-22 16:24:33,Saya tidak bisa login karena lupa pasword tapi pas reset pasword dan bikin pasword baru tampil kode error terus mana waktunya sudah mepet untuk tanda tangan digital
2023-07-18 06:20:52,Baru mau daftar kenapa akun saya sudah terdaftar?
2023-07-07 10:14:12,"terima kasih..bagus sekali,, dan fast respon.."
2023-07-07 01:56:35,"Payah nih CS nya ga bs di komunikasikan, mau tanya malah di hadapin chat automatis, jadi permasalahan kita tuh tidak tuntas"
2023-07-05 02:45:04,Min mau tanya gimana caranya ganti sandi pas klik ganti sandi masukan e-mail terus ada baaacn maaf terjadi kesalahan padahal udh beberapa kali gtu terus
2023-07-04 06:15:48,pelayanan yg sangat baik
2023-07-03 03:32:33,Kenapa yah nik saya sudah terdaftar tapi dengan akun yg berbeda dan nama yg berbeda. Chat wa pun slow respon
2023-06-24 10:14:31,Sy baru kali ini download aplikasi privy..dan kenapa KTP sy sudah terdaftar sebelumnya ya..kan aneh knp bisa begitu..ada orang yg menyalahgunakan data2 sy ini kayaknya .tolong sistim LBH jeli lagi..
2023-06-22 04:45:19,"Nik belum pernah di pakai daftar malah di aplikasi nik sudah dipakai aneh ni aplikasi, udah aku kirim lewat balasnya lama sekali terus isinya chat bot"
2023-06-20 02:47:18,"Aplikasi aneh dikasih id tapi ga dikasih sandi,capek ngirim email perubahan sandi ga bisa bisa😏😏"
2023-06-14 05:11:15,"Sama nih, mau daftar tapi sudah terdaftar alias NIK anda sudah terdaftar, bagaimana nih solusinya."
2023-06-13 12:23:10,adminya ramah banget dan fats respon..sukses sll ya kak
2023-06-04 05:15:20,"Mudah di gunakan,apa bila terjadi kendala lupa id atau password sangat di bantu, terimakasih privy.ID"
2023-05-30 00:57:46,Ini apa ngak bisa masuk gua butuh hari ini loohh😡😡😡
2023-05-28 11:41:32,Customer Service nya bagus sekali😍🥰
2023-05-23 07:46:18,Sya sulit identifikasi wajah sudah diikuti intruksik nya ttp saja
2023-05-20 10:07:56,Ribet mau ganti kata sandi juga... Ribet ribet kamu
2023-05-10 02:57:41,"Smapknya sangat memmbantu, respon adminya pun sangat memuaskan membantu maaalah ketika susah login, dan membantu semua pertanyaan tentang apk ini"
2023-05-08 15:55:41,"kenapa saya saat mau daftar NIK saya telah terdaftar, terus mau, merubah melalui lupa sandi, terus nunggu email masuk kok gak masuk masuk"
2023-05-05 14:11:55,fast respon untuk ubah nomor hp...
2023-04-26 22:27:34,"Saya tidak pernah daftar kok tiba-tiba bilang data saya sudah ada. Pas mau rubah pasword, kok dikirim link ke email yang saya tidak kenal. Apa data saya dibocorkan"
2023-04-25 08:08:39,Respon admin cepat dalam menanggapi masalah
2023-04-11 07:58:51,"Ini apk knpa sih padahal sebelumnya belum pernah daftar,tapi sekarang daftar ga bisa."
2023-04-11 04:06:56,"Tak kasih bintang 2 dulu, Kenapa gabisa verifikasi wajah ya min, tolong dong"
2023-04-10 15:02:43,"Saya menggunakan aplikasi ini untuk keperluan tandatangan dari dokumen2 yang saya terima, aplikasi sangat mudah untuk digunakan, proses pendaftaran juga sangat detail sehingga tanda tangan digital ini terpercaya."
2023-04-07 13:18:35,"Ganti nomor telepon ribet amat, email balasan juga nggk nyambung"
2023-03-29 05:51:10,Kenapa pas mau swab foto selalu gagal jelas² wajah saya tidak ada yg berubah Parah banget nih apk
2023-03-24 04:51:09,Masih terkendala dengan form log in.
2023-03-24 02:17:36,"sangat, cepat respon"
2023-03-20 15:28:45,pelayananya mantap dan prosesnya cepat trimakaaih privy
2023-03-16 07:59:14,"Pas mau daftar kok tulisannya sudah terdaftar, padahal saya baru saja download, mohon solusinya min"
2023-03-16 03:08:04,"Aplikasih bobrok ,gak bermutu dan tidak berguna ,penggunaan dan sisitem support bantuanya tidak membantu dan tidak ada kemudahan untuk pengguna"
2023-03-13 05:16:15,"Saya belum tahu app nya saat digunakan bagus atau tidak. Karena saya masih tahap mendaftar tadi, dan untuk bagian swafoto, sayangnya tidak berhasil terus pdhl saya sudah mengikuti instruksi. Saya ulang dari awal, hasil tetap sama. Maaf ya saya beri bintang dua."
2023-03-10 21:20:58,"tidak bisa login dan pasword, padahal sudah benar semua, minta tolong kedepanya di perbaiki"
2023-03-09 16:27:51,Ga bisa masuk njir parah dah di update juga
2023-03-05 01:44:11,User ID gk bs bikin sendiri. Jd ribet harus inget2 user id yg ribet dr privy. Ad*be sign lbh simple. Gk pake balance2 ky privy jg. Tinggal sign. Beres. Simpel
2023-03-02 03:48:08,"Sampah ga bisa login , ga niat ini aplikasi"
2023-02-28 12:38:05,Akun saya kenapa gak bisa login.
2023-02-27 08:59:40,Sdh berhasil daftar dan cb pasang berfungsi dengan baik. Mantap
2023-02-27 04:29:13,Admin yg selalu mendengarkan saran mantap
2023-02-25 06:00:09,Foto minta retake terus aneh
2023-02-23 14:18:35,Tolong saya lupa id saya udah kirim mpemulihan tapi gagal terus harap bantu.
2023-02-18 04:21:00,Aplikasi tolol pw sudah bener dan mau ganti pw sudah ganti malahan error' banyak makan uang gaji gede jadi makin hancur aplikasi
2023-02-11 12:04:43,"Ada apa dengan aplikasi ini,,tidak bisa login ."
2023-02-10 11:49:43,NIK KOK UDAH KE PAKE PADAHAL BARU DAFTAR
